release_group,worldwide,domestic,domestic_percent,foreign,foreign_percent,year
Teenage Mutant Ninja Turtles: Out of the Shadows,245623848.0,82051601.0,0.33399999999999996,163572247.0,0.6659999999999999,2016
Sully,243870033.0,125070033.0,0.513,118800000.0,0.48700000000000004,2016
Assassin's Creed,240697856.0,54647948.0,0.22699999999999998,186049908.0,0.773,2016
Hidden Figures,235956898.0,169607287.0,0.7190000000000001,66349611.0,0.281,2016
Ghostbusters,229147509.0,128350574.0,0.56,100796935.0,0.44,2016
Inferno,220021259.0,34343574.0,0.156,185677685.0,0.8440000000000001,2016
Central Intelligence,216940871.0,127440871.0,0.5870000000000001,89500000.0,0.413,2016
Bridget Jones's Baby,211952420.0,24252420.0,0.114,187700000.0,0.8859999999999999,2016
Me Before You,208445075.0,56245075.0,0.27,152200000.0,0.73,2016
London Has Fallen,205754447.0,62524260.0,0.304,143230187.0,0.696,2016
Arrival,203388186.0,100546139.0,0.494,102842047.0,0.506,2016
The BFG,195243411.0,55483770.0,0.284,139759641.0,0.716,2016
The Monkey King 2,193678298.0,709982.0,0.004,192968316.0,0.996,2016
Bad Moms,183936074.0,113257297.0,0.616,70678777.0,0.384,2016
Storks,183679278.0,72679278.0,0.396,111000000.0,0.604,2016
From Vegas to Macau III,181732879.0,0.0,0.0,181732879.0,1.0,2016
Hacksaw Ridge,180563636.0,67209615.0,0.37200000000000005,113354021.0,0.628,2016
Allegiant,179246868.0,66184051.0,0.369,113062817.0,0.631,2016
Operation Mekong,173839072.0,800012.0,0.005,173039060.0,0.995,2016
The Girl on the Train,173185859.0,75395035.0,0.435,97790824.0,0.565,2016
The Huntsman: Winter's War,164989338.0,48390190.0,0.293,116599148.0,0.7070000000000001,2016
The Magnificent Seven,162360636.0,93432655.0,0.575,68927981.0,0.425,2016
Jack Reacher: Never Go Back,162146076.0,58697076.0,0.36200000000000004,103449000.0,0.638,2016
Don't Breathe,157761002.0,89217875.0,0.5660000000000001,68543127.0,0.434,2016
The Accountant,155560045.0,86260045.0,0.555,69300000.0,0.445,2016
Lights Out,149368835.0,67268835.0,0.45,82100000.0,0.55,2016
Time Raiders,145819137.0,0.0,0.0,145819137.0,1.0,2016
Pete's Dragon,143695338.0,76233151.0,0.531,67462187.0,0.469,2016
Sausage Party,140705322.0,97685686.0,0.6940000000000001,43019636.0,0.306,2016
Lion,140312928.0,51738905.0,0.369,88574023.0,0.631,2016
Skiptrace,136579287.0,0.0,0.0,136579287.0,1.0,2016
Mechanic: Resurrection,125729635.0,21218403.0,0.16899999999999998,104511232.0,0.831,2016
Deepwater Horizon,121790373.0,61433527.0,0.504,60356846.0,0.496,2016
Allied,119520023.0,40098064.0,0.335,79421959.0,0.665,2016
I Belonged to You,119107580.0,744541.0,0.006,118363039.0,0.9940000000000001,2016
The Shallows,119100758.0,55124043.0,0.46299999999999997,63976715.0,0.537,2016
The Purge: Election Year,118587880.0,79213375.0,0.6679999999999999,39374505.0,0.332,2016
Why Him?,118102725.0,60323786.0,0.511,57778939.0,0.489,2016
Book of Love,114679097.0,0.0,0.0,114679097.0,1.0,2016
Office Christmas Party,114501299.0,54767494.0,0.478,59733805.0,0.522,2016
How to Be Single,112543513.0,46843513.0,0.41600000000000004,65700000.0,0.584,2016
10 Cloverfield Lane,110216998.0,72082998.0,0.654,38134000.0,0.34600000000000003,2016
Neighbors 2: Sorority Rising,108007109.0,55455765.0,0.513,52551344.0,0.48700000000000004,2016
Cold War 2,103197501.0,560824.0,0.005,102636677.0,0.995,2016
Railroad Tigers,102205175.0,218044.0,0.002,101987131.0,0.998,2016
Some Like It Hot,95721752.0,100026.0,0.001,95621726.0,0.9990000000000001,2016
Dirty Grandpa,94073028.0,35593113.0,0.37799999999999995,58479915.0,0.622,2016
Ben0Hur,94061311.0,26410477.0,0.281,67650834.0,0.7190000000000001,2016
